  0.101654E-04  0.200508E+08  0.200508E+08  0.267194E+08  0.267194E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.625448E-02
  0.103708E-04  0.200508E+08  0.200508E+08  0.267188E+08  0.267188E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.638082E-02
  0.105803E-04  0.200508E+08  0.200508E+08  0.267182E+08  0.267181E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.650972E-02
  0.107940E-04  0.200508E+08  0.200508E+08  0.267175E+08  0.267175E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.664121E-02
  0.110121E-04  0.200508E+08  0.200508E+08  0.267168E+08  0.267168E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.677537E-02
  0.112345E-04  0.200508E+08  0.200508E+08  0.267161E+08  0.267161E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.691223E-02
  0.114615E-04  0.200508E+08  0.200508E+08  0.267154E+08  0.267153E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.705186E-02
  0.116930E-04  0.200508E+08  0.200508E+08  0.267146E+08  0.267145E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.719430E-02
  0.119292E-04  0.200508E+08  0.200508E+08  0.267138E+08  0.267137E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.733963E-02
  0.121702E-04  0.200508E+08  0.200508E+08  0.267129E+08  0.267129E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.748789E-02
  0.124161E-04  0.200508E+08  0.200508E+08  0.267120E+08  0.267120E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983601E+07  0.983601E+07  0.763914E-02
  0.126669E-04  0.200508E+08  0.200508E+08  0.267111E+08  0.267111E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983600E+07  0.983600E+07  0.779345E-02
  0.129228E-04  0.200508E+08  0.200508E+08  0.267102E+08  0.267101E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983600E+07  0.983600E+07  0.795087E-02
  0.131838E-04  0.200508E+08  0.200508E+08  0.267092E+08  0.267092E+08  0.200531E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983600E+07  0.983600E+07  0.811147E-02
  0.134502E-04  0.200508E+08  0.200508E+08  0.267082E+08  0.267081E+08  0.200530E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983600E+07  0.983600E+07  0.827532E-02
  0.137219E-04  0.200508E+08  0.200508E+08  0.267071E+08  0.267071E+08  0.200530E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459030E+00  0.983600E+07  0.983600E+07  0.844248E-02
  0.139991E-04  0.200508E+08  0.200508E+08  0.267060E+08  0.267059E+08  0.200530E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459029E+00  0.983600E+07  0.983600E+07  0.861301E-02
  0.142819E-04  0.200508E+08  0.200508E+08  0.267048E+08  0.267048E+08  0.200530E+08  0.200508E+08  0.200508E+08  0.200578E+08 -0.459029E+00  0.983600E+07  0.983600E+07  0.878699E-02
