  0.101654E-04  0.415940E+06  0.415940E+06  0.554582E+06  0.554581E+06  0.450541E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.261272E+00
  0.103708E-04  0.415940E+06  0.415940E+06  0.554581E+06  0.554581E+06  0.450541E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.266550E+00
  0.105803E-04  0.415940E+06  0.415940E+06  0.554581E+06  0.554581E+06  0.450541E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.271935E+00
  0.107940E-04  0.415940E+06  0.415940E+06  0.554581E+06  0.554581E+06  0.450541E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.277428E+00
  0.110121E-04  0.415940E+06  0.415940E+06  0.554581E+06  0.554580E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.283032E+00
  0.112345E-04  0.415940E+06  0.415940E+06  0.554581E+06  0.554580E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.288750E+00
  0.114615E-04  0.415940E+06  0.415940E+06  0.554580E+06  0.554580E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.294583E+00
  0.116930E-04  0.415940E+06  0.415940E+06  0.554580E+06  0.554580E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.300534E+00
  0.119292E-04  0.415940E+06  0.415940E+06  0.554580E+06  0.554579E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.306605E+00
  0.121702E-04  0.415940E+06  0.415940E+06  0.554580E+06  0.554579E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.312799E+00
  0.124161E-04  0.415940E+06  0.415940E+06  0.554579E+06  0.554579E+06  0.450540E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.319118E+00
  0.126669E-04  0.415940E+06  0.415940E+06  0.554579E+06  0.554578E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.325565E+00
  0.129228E-04  0.415940E+06  0.415940E+06  0.554579E+06  0.554578E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.332142E+00
  0.131838E-04  0.415940E+06  0.415940E+06  0.554578E+06  0.554578E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.338851E+00
  0.134502E-04  0.415940E+06  0.415940E+06  0.554578E+06  0.554577E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.345696E+00
  0.137219E-04  0.415940E+06  0.415940E+06  0.554578E+06  0.554577E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414316E+06  0.414316E+06  0.352680E+00
  0.139991E-04  0.415940E+06  0.415940E+06  0.554577E+06  0.554577E+06  0.450539E+06  0.416128E+06  0.415940E+06  0.425040E+06 -0.603235E+00  0.414315E+06  0.414315E+06  0.359805E+00
