  0.101654E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.229909E+01
  0.103708E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.234554E+01
  0.105803E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.239292E+01
  0.107940E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.244126E+01
  0.110121E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.249058E+01
  0.112345E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.254089E+01
  0.114615E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.259222E+01
  0.116930E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.264458E+01
  0.119292E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.269801E+01
  0.121702E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.275251E+01
  0.124161E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.280812E+01
  0.126669E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.286484E+01
  0.129228E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.292272E+01
  0.131838E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.298176E+01
  0.134502E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.304200E+01
  0.137219E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.310345E+01
  0.139991E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.316614E+01
  0.142819E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.323010E+01
  0.145704E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.329536E+01
  0.148647E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.336193E+01
  0.151650E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.342984E+01
  0.154714E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.349913E+01
  0.157839E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.356982E+01
  0.161028E-04  0.170405E+05  0.170405E+05  0.227206E+05  0.227206E+05  0.226240E+05  0.172667E+05  0.170405E+05  0.230502E+05 -0.619104E+00  0.180156E+05  0.180156E+05  0.364193E+01
